Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
61321.589363718800,5.4580324748342900,9.502520111491700,5.05,29888.76471241790,1348873.4268638000,"43045 Felicia Ports
Crossbury, VA 62660"
62709.71267281090,5.732425465603290,7.060947189283720,3.22,34182.496173997400,955445.853671163,"10208 Kimberly Flats
New Jasonchester, TX 11608"
66300.5052834895,6.671579547990640,8.282587473528090,6.13,38501.95509617420,1467910.5694426100,"27274 Gordon Street
West Loriland, NC 74388"
75126.80507845550,8.00820950199639,7.84597120212392,5.09,36544.318587356700,1742938.7760231800,"383 Joseph Road
Natashahaven, FM 16085"
68251.83532679390,8.335360241027200,7.072024549468240,6.02,38203.173532082300,1795630.9127150100,"42685 Donna Prairie
Andersonbury, OK 38121-2420"
85175.20062562060,7.750851660618920,7.271163221765710,3.11,3285.4505375208800,1305972.219978080,"792 Angela Forks
South Tylerfort, WI 00472-1022"
62381.92328622960,6.777764028731910,9.794898313879160,6.19,31391.268467611100,1433542.021277530,"0405 Miranda Bridge
Roseburgh, MP 42100"
69099.4035122311,5.600101650690400,5.408604779515620,3.49,37540.31002608570,921396.9752541520,"136 Linda Manor
West James, MI 99577"
73246.82218245720,4.936845338855050,7.536187342180340,4.15,47332.138623987400,1405399.8550982500,"046 Emma Brooks Suite 819
Lake Christine, OH 38576-3876"
59901.82895425530,5.685544439327610,8.0431998436733,6.49,30210.764655365100,1088548.8265538800,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
55038.059114250000,4.469567273296510,8.852673818992910,5.09,27701.02065190120,738030.6498645390,"USNS Greene
FPO AA 65033-4012"
69505.11150958700,7.3523504527797900,10.759588335938600,5.14,48112.200174348900,2235294.7182697500,"0665 Dawn Overpass
East Sarabury, CA 82390"
67964.83177672150,7.025035017135470,6.210030142376680,3.27,52831.1531141525,1564252.5257374900,"8911 Ashley Mount
South Brian, TX 93120-1212"
71112.35029648070,5.612677070884990,7.419542404093400,4.26,24134.413995578000,1309937.3987664300,"818 Huffman Manor
Bradleyberg, VA 36874-2726"
76759.26927966880,7.983741985493160,7.613237024552520,5.26,23752.36100885610,1660770.001712210,"97953 Martinez Tunnel Apt. 675
Williamstown, IA 03085-1191"
82988.42745264240,6.099322337620450,8.473380770157920,5.12,31142.842025721100,1485418.1022610800,"48349 Garcia Cove Suite 251
Port Jessica, NV 82266-4694"
71106.73804072520,5.4602382850600000,5.9626122834114800,4.39,25861.92822986040,886124.7256403730,"65540 Deborah Lakes Suite 696
South Williamburgh, MS 36354"
75516.46278147550,6.186440468365170,6.28875153630908,4.47,35521.04918077710,1411024.0439091800,"858 Melanie Ridge
Port Elizabethland, WV 46546-6515"
60805.10330479110,4.170949099405270,7.347941422586320,3.16,31185.883332321900,671343.9417927800,"29430 Garza Mall
Smallmouth, LA 27750-6274"
61865.423218379300,5.890156539249270,6.220692268755940,2.0,41492.18016776610,992585.3823256810,"07367 Jason Square Apt. 543
Lake Jenniferburgh, DC 91157"
64241.79222928460,5.328137977606170,7.253737123937530,6.01,27768.584554921700,944590.1588346950,"9425 Chad Ways Suite 792
North Melissa, MD 26354"
77697.23564844190,6.138120631446190,7.2678476323349600,4.35,40523.28930089280,1399909.0486968800,"3426 Tamara Circles Apt. 239
South Mauricefurt, DC 47214-8682"
63044.460096096200,5.935261391452770,5.913453614518470,4.1,32725.279543574900,865099.5233723290,"392 Jonathan Divide
Donnaland, ND 01024-1699"
74102.4908597829,6.206707264725830,6.682487909329290,4.38,43971.51413514140,1394423.555643990,"PSC 9526, Box 2287
APO AE 35608"
62514.10855666430,4.931569621101400,6.1940683630483800,3.35,40891.61562751910,813807.6997245000,"119 Nichols Flats
New Robert, MS 49220"
63237.56575706040,7.4262969888725100,5.300989403017110,2.06,55849.948059136500,1316180.4935914900,"USNV Cunningham
FPO AA 38594-5290"
75951.45249116100,5.440611042956550,6.999579342248530,3.09,31125.55872988560,1212205.340652620,"100 Garcia Track Apt. 378
Schneidermouth, KY 87806"
66803.01636475890,6.251245415883300,8.750872170452380,5.07,57970.2427895047,1769484.8931097000,"PSC 8784, Box 4657
APO AE 65551"
45347.15068169450,5.521608814198310,7.088619390677310,4.43,31335.595021887700,541953.9056802420,"620 Fletcher Hollow Apt. 171
North Catherine, NC 45245"
67722.84636316050,6.8957742100324700,7.397590146815300,4.27,37869.936812400100,1494101.444719540,"48910 Lyons Forge
West Dillonmouth, VA 62094"
58108.48878118200,4.633538535211110,5.495635406334770,3.24,37642.02655291380,856022.8624638610,"USCGC Jones
FPO AP 12026"
60871.60378147490,6.0295904057542600,7.282537331919780,6.2,38111.35301615620,1427842.5062336800,"7535 Adams Square
New Leonside, DC 29202"
76087.15418525350,5.039400288180410,7.854884013860290,5.03,27616.095454831300,1228138.1291209000,"17616 Nguyen Cove Apt. 639
Osbornetown, RI 61768"
73965.37027081570,5.121333052454090,6.931703176501470,2.0,34440.64065155150,1168627.6508345000,"355 Black Villages Suite 934
Chadhaven, PR 31957-1566"
69931.40110039000,6.0995065709565600,5.178628478991160,2.28,52079.18818263740,1389287.4738699900,"26984 Kathryn Vista
Scottborough, AZ 97504-1679"
77316.19135066990,4.128267302144830,5.7154410589279400,2.36,51096.88854585880,1243981.9458579400,"46648 Gaines Plaza Apt. 852
Jordanmouth, WA 20962-7889"
76896.78703135030,4.349592231624910,8.608456811427860,4.4,52733.98798392810,1584439.7128321200,"24523 Reed Passage
Watsonside, CA 24610"
76919.30072203550,4.778495430568020,7.551058857302680,4.05,52945.84342249210,1622837.3530338,"3780 Diana Parkway
Nicoletown, PR 80300"
64402.128246790500,5.601503368324330,8.274193678122830,4.06,24965.902162664000,1031146.7545545300,"806 Matthew Locks Apt. 999
East Kurt, LA 14831-8346"
58410.57191009050,7.893778339569220,5.908601198803810,4.42,31189.364070991900,1098518.1336854900,"995 Lisa Prairie Apt. 742
Carolinebury, KY 11086-9016"
53427.87536813420,5.80431561124982,7.665601844359660,3.26,34538.754924657800,909781.4667682180,"479 Little Isle Suite 536
West Anthonystad, FL 30893"
73649.39696434650,6.471256486419510,5.667117320554230,4.07,47992.34474372510,1431517.43889219,"571 Fletcher Mountains Apt. 828
New Vincenttown, AZ 06781-5577"
93455.95295657730,4.754963034766040,6.806908219936320,2.15,31135.513490005400,1636996.0736033900,"67689 Christopher Viaduct
Normanshire, PA 32369"
75843.30303900630,5.768478785192860,6.989189233625410,4.1,61126.73207201830,1658974.5669639200,"85431 Berry Ports
New Ricky, VA 30468"
62021.2035488435,5.951022991968610,8.351675152960780,5.19,35276.65257168940,1168887.4593327800,"76096 Sharp Branch Apt. 712
Christinahaven, MA 53631"
77064.25762652540,6.680591865687990,7.734862028462690,3.38,43570.942015436500,1720258.777124670,"207 Edwards Locks
Coreyshire, DC 57303-1553"
77785.19260998140,4.254128345944870,5.865544033988480,2.09,43301.32596378970,1129408.8701258700,"21900 Jonathan Roads
Stephensonport, CO 55102"
61784.06493640950,6.016967885006180,6.0315609141080900,2.35,27725.855656412700,778836.9229045420,"674 Renee Rue
Angelaland, VI 02616-3040"
78827.00525971300,5.864956335933440,6.465128863265210,4.41,32865.027981327900,1276471.5809718000,"USCGC Patrick
FPO AP 08538-2530"
64767.86769829820,4.676070219327410,7.132170433925460,5.3,26414.747421658300,839426.1221799820,"63382 William Pike Apt. 544
West Jenniferborough, ND 25679-4569"
51457.37630495050,6.011529119332020,6.840535920092800,3.46,42889.66610250270,794075.861502829,"7068 Simmons Drives
Hendersonberg, DC 57978-7303"
66233.86225861690,6.9073939591716600,7.090203519627230,6.33,29548.189889170900,1372549.7824922100,"4855 Tamara Brooks
Wendyfurt, DE 65495"
72196.33548541880,5.4789065597609100,5.986455182728840,2.19,32255.90830229350,1084539.3870624000,"59229 Allen Viaduct Apt. 806
Lake Brandy, NV 30525-7585"
50926.776633862800,4.5079534236490100,6.154788047780710,4.01,33663.6692440211,211017.97049475600,"707 Richard Unions
Larsonstad, OR 98013-1254"
56086.57393196000,7.1192647312265400,7.836759091094530,3.02,33454.084284972000,1186372.1785061000,"48614 Martin Causeway Apt. 157
Alvaradofort, AK 75999-0775"
68985.1527375576,5.754108521886540,8.382275147380160,6.45,16288.314572264600,1140918.805465920,"062 Villa Spurs Apt. 442
Whitefurt, NC 88100-0382"
48855.851354128400,7.723274916235040,8.391225255730740,5.12,49890.508275327400,1471828.128839900,"584 Walker Harbor
Smithfort, NY 92619"
63499.83516501580,4.3979229467759800,6.1348313923353600,3.39,38263.48423099940,803259.6125594130,"55294 Christopher Field
Forbeston, AK 68753-4955"
73218.35136131230,5.433298628341010,6.572988175331800,4.33,34818.71841991860,1124719.4901653500,"4720 Lynch Ports
Edwardsmouth, CA 77989"
83637.53309379030,6.430984273262970,6.257289048762160,2.13,25962.771179474200,1396401.0215001100,"75962 Kyle Dam
Robertside, CA 92136"
48879.09809347220,6.157261016953300,8.040754515823140,3.39,30730.401511612400,802274.128946526,"5220 Katherine Drives Suite 091
Haleyberg, VA 25994-8952"
77187.84835312300,6.269795191077140,6.774004674983710,4.0,35106.5461447725,1646662.9106811600,"9218 Dixon Square
East Staceyshire, TX 34468"
72441.3770144945,6.343953016204760,6.571655417416220,4.26,38368.280277643100,1202621.178416140,"4912 Margaret Rapid
North Lindsay, AL 24424"
57812.84383253770,4.3128203132641900,7.7739692518374800,5.1,46060.3699316283,1066768.0000586300,"347 Howard Mission
Mariashire, CA 60692-1256"
64811.17139284830,6.19344113917006,6.952699365650920,3.46,40549.35680539310,1153135.2202940100,"Unit 7075 Box 5001
DPO AA 66418-2839"
86563.09683782920,5.24524245643793,7.984941298188050,4.03,44920.24554555020,1706110.8599930500,"322 Todd Extensions
New Christineberg, MT 39027-6684"
86586.87243754430,4.836942349521400,6.9863392015690500,2.1,40282.036637489100,1543913.4325132700,"1550 Stout Harbors
Lake Ashleyhaven, AK 92441-4004"
49601.06163478680,4.482111049561350,5.617544352963660,2.08,33836.92806315550,302307.4010604980,"4544 Timothy Coves
Barnetthaven, TX 93635-9944"
71920.67877719340,6.726672923107160,7.614547384300200,6.17,26341.09557190020,1134055.4030579400,"5784 Cole Ridge
Nixonport, OH 64190"
68355.4421741828,7.007744694230710,6.610356603110620,4.29,38950.15521729480,1352756.7526296000,"USCGC Brewer
FPO AE 97523-6665"
64350.28457099220,6.7612025573683700,7.1287096056560700,3.03,69592.04023598540,1772390.553273200,"48205 Bass Viaduct
North Victormouth, VA 26521-3726"
61481.205208092200,4.8225775785113400,7.427780102632130,3.4,39586.38351337600,1014450.6537930900,"20726 Victor Alley Apt. 746
West Alexisstad, KS 72242"
39294.036523316100,5.928585443236760,5.960675668174430,4.36,43183.51610367630,781137.4618305190,"829 Bonnie Rue Suite 653
Yorkville, MP 35797-3131"
59078.514287125900,6.042080098723270,5.9217956307590900,4.1,34655.93990709910,921238.3583329740,"52556 Peter Roads Apt. 021
Josephton, GA 38105-4827"
57972.56183199940,4.978773009717980,6.54899778907154,4.36,40092.5162028214,790555.5204463230,"9886 John Burg
Bentonville, RI 07315"
79689.72338229570,5.916946405905650,6.784153511304110,3.44,38313.828918517400,1420648.2808698200,"USNV Rhodes
FPO AP 56575"
47018.067111718000,5.286433378564500,6.767379402945800,4.1,23925.621468269000,377618.96990141800,"665 Ellis Meadows
Oliviatown, ND 83301-0274"
56252.24323883090,5.4799873138157400,6.404475409246550,4.16,44305.7221635636,945079.5323020810,"396 Blackwell Parks Suite 376
Ramosmouth, OR 84067"
65741.39764251770,7.429961382420690,7.129217810568590,4.05,37647.66604364540,1630952.883556370,"9477 David Courts
New Michaelstad, AS 51513-3648"
53066.372268758000,6.754571069825050,8.062651631369850,3.23,19103.12711492670,1009972.0834733600,"72496 Davis Street
Port Daniel, NY 98546-2576"
71368.04401907850,6.0144088145890200,7.025588107238150,6.21,35376.99073281180,1372806.6163663400,"903 Owens Avenue Suite 924
Lake Lisaville, NH 80934-1465"
40752.71424332090,5.507106333991290,6.503331287736490,4.12,41565.02608123360,560598.5384309640,"44981 Rachel Ports
Port Robert, AR 93456-0617"
64296.50417918140,7.125630491753680,8.084430400929040,5.4,37562.548061499000,1484653.884070310,"46929 Butler Springs Suite 977
Bakerstad, OH 04777"
50172.57073090000,6.334568109630780,7.346448515787010,4.38,32764.43591403080,940138.9613987310,"59958 Austin Heights
Lake Julie, MS 90545-5499"
70564.72034744330,6.720829753786670,6.754620969126280,2.42,37339.55589556340,1354077.498237710,"4188 Shannon Divide Suite 008
Port Joseph, MT 37093"
67866.89992852940,5.393977714301150,9.359022453501440,5.44,43122.574175988600,1400961.2787884500,"94209 Hamilton Crossroad
Newtonhaven, IA 49698"
77106.50012263240,7.1238663488265900,5.832411834580040,2.28,36215.15942437230,1426832.048925820,"388 Diaz Tunnel
Coxberg, TN 50335"
74418.47389296380,5.667783744706610,6.164151448843570,4.32,27089.049167305200,1031737.3848127600,"66754 Reed Village
Boyleshire, MT 92664"
58002.71530807540,7.278803440967030,7.775049238148380,6.36,30249.030417779000,1244248.524945990,"21205 Elliott Vista Apt. 083
Port Kathryn, MA 14562"
63217.172428554300,6.981741642727570,5.139219088521370,2.07,31925.675361140000,1070868.0665304600,"21055 Carroll Ports Suite 218
South Joseph, IA 28239"
49740.182093133700,4.748619772981980,6.756554547243620,4.42,25545.9239439724,493350.03116758900,"64092 Mcdowell Squares Apt. 321
Colonchester, AL 06000"
75361.23757377520,5.546206589173270,7.770046179372890,3.24,23530.90630879890,1228323.224905940,"28154 Jessica Neck
New Steven, AR 34931-0581"
62594.979090312300,5.493365974289600,7.962687650729030,3.35,46459.25100424070,1427026.945021010,"033 Lisa Highway Apt. 341
Deckerbury, PA 37661"
62212.55965364090,7.346083967120740,7.798975121483960,6.06,40620.66299900550,1504664.2808397000,"0010 Gregory Loaf
South Ericfort, VA 34651-0718"
60610.61063735230,4.019356938810930,5.539636424443320,4.09,49512.90932335380,689155.5684279170,"PSC 8596, Box 3570
APO AE 98699-4988"
82777.06932075820,5.23519490952312,7.896371961038390,5.26,42582.934666842600,1481171.234478750,"19322 Jason Stream
South Erikmouth, FL 73773-6900"
50716.04388335570,6.437928611027550,8.063694759801200,5.36,35879.91366699960,1092649.7088299500,"57489 Jennifer Spring Suite 154
East Elizabeth, ID 65823-9817"
61905.959426707300,5.685730961746620,7.483381611427020,6.15,36380.57032695500,962581.6883270750,"780 Clements Corners Suite 052
North Sharon, TN 24966-9986"
68246.92782680780,3.907090366992040,7.175401501213710,3.28,24553.459866628900,688479.2925910210,"759 Alexander Cliffs
Port Bruce, VA 20003-6583"
85174.04176053820,4.9776512424912300,5.987958371847170,4.01,38773.02081950790,1363106.125282450,"USCGC Paul
FPO AE 56892"
63342.8498090949,4.999189324008090,6.2395608633730300,2.36,25009.060520017900,826328.1083526690,"26725 Rodriguez Locks Apt. 364
North John, MO 97315-7256"
74022.05327421410,5.896128880543500,7.521358532367300,4.14,36533.83777923330,1434575.1099082800,"PSC 8414, Box 7571
APO AP 04809"
78866.66524718400,6.3310048885459400,6.834236180031170,3.44,39816.749113490900,1509422.5799431600,"56299 Angela Center Suite 035
Thompsonstad, OK 51190"
71721.42137723010,2.6830429033311600,7.583527004255260,6.26,10704.821908621400,395440.2021544270,"92426 Bennett Islands
Clintonberg, PW 44484"
76076.29070439060,6.213168555670530,7.953781093805210,6.49,46298.316107010300,1765809.432066300,"148 Steven Port
Morganville, KY 04720-2788"
52568.679321629000,7.147855953793630,6.5619588106677400,2.33,38555.067575377600,1135676.1831042900,"4682 Brett Canyon Suite 969
Josephshire, WA 50894-5205"
69851.7058069032,5.817615374698050,7.629224694086650,3.03,19560.2134911108,1006227.5349955300,"1233 Dave Burg
Simsfurt, MO 70012"
58068.9055006092,5.443883946207660,6.263176694594870,3.15,29519.884772501300,576387.1752221300,"93524 Barton Plains
Haroldtown, MN 92953"
60134.266087503700,4.259678187544,8.337627487285240,3.09,39200.86656972670,1044615.5216101500,"76054 Brooks Oval
Kennethshire, IA 79803"
72967.54123254520,6.021239385476590,6.975733309638360,4.02,49140.66901437320,1765352.365907110,"37874 Hernandez Point
Paulberg, NH 37527"
63820.3964847432,7.319808759606410,6.287213170590820,3.31,28737.110755907600,1049632.1806835200,"948 Jordan Parks Suite 211
East Shannonbury, MP 57202"
78700.97127497720,6.9277940052690700,7.266297175560210,4.35,35193.91648163240,1456969.5768219500,"50073 Karen Radial
South Lorimouth, MI 99290-5854"
62806.29516457380,5.6146664026882700,8.335418625565250,4.45,33498.93175670090,1331374.9476177300,"935 Heather Shore
Gonzalezmouth, MT 66865-3409"
71595.17728345890,6.628833581751580,8.050035966163880,5.26,37271.156025238100,1779874.753762820,"006 Matthew Cliff
Carlosfort, VA 53572"
85441.48886908870,4.798258665708850,7.127673978836910,6.13,46302.40158712840,1601152.932247010,"8518 Duffy Lights
Garnershire, PR 85489-2577"
86562.17887388950,7.188637589050820,7.360455284616750,5.19,32621.104848095600,1702528.7940186100,"04612 Howell Lodge
Mortonchester, MD 16392"
74646.84655520200,4.530556541875620,6.451146228272620,4.36,36679.18742741140,1123765.3462532000,"0168 Allison Stream Apt. 386
Port Amandaville, VI 47676-7237"
63686.259892398200,5.93842786245185,8.763599419006240,3.49,18163.773616635200,1042144.2309165300,"USCGC Mckenzie
FPO AE 67107-3112"
60530.73189661930,4.43617736707945,7.670800218809690,4.3,34043.22654712790,869026.5819988100,"4599 Smith Estate
Richardfurt, MT 90720"
74826.30556193440,5.505002198547750,7.399877694877170,6.08,32639.638031495500,1352993.6247858500,"59827 Joyce Path
West Thomas, NJ 39644-7157"
71639.29691297410,6.56912443566737,5.614572015827680,3.44,28995.093052956500,945931.1936264840,"81945 Adams Cliffs Suite 280
New Mason, DE 40217"
81439.20001723340,5.809960591180840,7.282240151127920,5.26,37565.54052171780,1653381.3129240000,"66537 Bradley Road Suite 049
South Tanyaport, NJ 51929-5090"
85297.19885818130,4.861034546052180,5.596366580799460,2.26,28319.633430858300,1258957.6199939100,"PSC 0855, Box 0799
APO AP 77305-9461"
64044.189620242700,4.581613523277380,5.875689351590420,4.1,32940.794781501500,724121.6733840890,"23881 Paula Point Apt. 188
Blairtown, AS 70161-8820"
67828.47985511490,5.0181145076981900,8.636107722808910,5.17,34981.39400136690,1067871.6867719100,"920 Hernandez Vista
Randallstad, NM 54144-7957"
60028.08244676320,5.121560596907180,6.173060324351280,3.29,36651.51946740350,842235.8033529120,"7891 Amber Springs Suite 295
East Jonathanstad, WV 87494-7507"
63700.26247281130,5.375149492217630,7.723659864394270,6.2,38397.566948293500,954154.2068994230,"6804 Alexis Terrace Suite 131
Robertside, GA 20350"
74010.16360517130,6.447052039088490,6.245523075145660,2.04,46239.170132596900,1356691.3872020700,"9936 Robinson Avenue Apt. 959
Joannton, MI 18340-1649"
67094.19707241190,5.346436831645100,7.374606574435810,4.18,30022.537172559600,1202992.8841231500,"0555 Erin Crescent Suite 520
West Joshua, CT 50309-9080"
66714.67588032610,6.928767557369040,7.907488631361260,6.0,53185.200346583500,1502447.916728790,"Unit 5035 Box 2191
DPO AE 45785-6213"
72745.45473052150,7.6424743034526200,7.083621575990840,4.14,53000.768090632800,1947338.4401352500,"691 Vanessa Prairie
Santanamouth, SD 08884-3154"
79923.81188429360,4.971327901900870,7.003187620232630,5.48,33828.45487642490,1153516.9190034600,"411 Hobbs Bypass
North Susantown, SC 22009-2061"
48510.910127076300,6.410976784102860,4.729553626260160,3.22,31451.093010067400,414165.22036082600,"796 Newman Bypass
Walkerhaven, TN 71532"
50534.3459836994,6.6645442405093600,5.014301356372570,4.18,26627.386471790600,723089.9525266480,"10327 Lisa Via Apt. 970
Burnettshire, IL 42501-3262"
55543.520093753900,6.793799380632890,7.872302709648020,5.41,40063.42109626230,1193482.5030929600,"9361 Stephen Stream
Port Meganfurt, AR 82577"
85466.39025522290,5.594194543513710,4.794561406116630,3.19,38191.03227428700,1380602.5555813400,"91961 Barker Plain
Richardsonstad, AL 90756"
48735.92451240860,5.543729665316260,6.0919059997617500,2.43,19682.347294817900,151527.0826265550,"3426 Vicki Track
Lake Rebeccashire, TN 53858"
76388.55195821450,5.588038152923080,6.845532331651050,2.2,36841.17614270280,1114729.7245235300,"PSC 1483, Box 6662
APO AP 78821-4369"
73279.03090422410,5.902295849039710,8.077577938029380,3.01,13981.435485547200,984421.2252794620,"3465 Latoya Well
Nelsonmouth, MI 55741-4287"
64661.930275849300,4.656695745072480,5.660253117440300,2.44,49457.179372768900,875904.5285939980,"3737 Hartman Rue
Reneestad, ID 69250-7718"
59390.34682359000,5.664970500648300,6.7508719928359700,4.31,28995.964139836900,788427.8399198120,"8460 Kathleen Mission Apt. 482
Port Amytown, KY 72016"
66064.53282345740,6.659561749956960,6.881398143145440,4.4,44561.33359231660,1444701.3279198600,"054 Carter Crescent Suite 674
Glennport, WA 11140"
72488.15969029240,5.643639139108530,8.205294206015980,4.03,41199.25222554670,1450393.5304145700,"974 Austin Loop Suite 256
Thorntonberg, NH 82286"
70793.71966575670,4.608455548664460,6.3940935917581000,3.43,19908.13073958440,921321.0150468870,"USNS Miller
FPO AE 14408"
78241.07538071270,5.642006715436630,8.983474498737640,6.28,20547.618635293500,1160146.171270090,"4841 Gonzales Cliff
Jessicaton, ME 01252-0631"
72752.68045012170,6.098600879747360,8.246621013560980,6.34,24944.34177149070,1222689.5233795900,"USNS Davis
FPO AE 01516-7753"
78963.89414222470,6.859245121745090,5.7349989138771500,3.2,59974.62658993420,2004396.3723036900,"9461 Matthew Summit
North Kathleen, NC 35103"
49775.40594657330,5.305107847973550,6.1785350526006900,2.24,23557.36165410530,454055.65585268000,"7952 Hubbard Port Apt. 171
Scottstad, FL 50931-5306"
87768.40473981610,5.053542723652120,6.541375695388240,2.31,45801.433194655300,1698198.7513700000,"USCGC Bowman
FPO AP 06884-6883"
65449.35478107670,7.176349293914140,5.9119530833084200,4.05,34828.428515967900,1193106.940198020,"124 White Parks
Paulashire, NH 45632"
85193.9815714069,6.072995728819620,4.430372460014090,4.42,38784.85686106400,1275403.4641792600,"3812 Jonathan Pine
Russoburgh, NY 32637"
67933.03111605800,3.640221785933910,6.637068548508810,2.37,42772.16328965800,810751.7250413780,"7526 Kimberly Dam Apt. 283
Balltown, MT 35720"
50316.88696923810,6.877123173691900,7.238912329416450,3.5,25201.550489292000,642862.7137566380,"767 David Shores Suite 114
Penaport, MO 96682"
53974.54594524590,5.7676726531093,6.600037145455320,4.13,41441.752540245400,1086825.753933060,"2670 Mcdonald Ferry
Ashleytown, MO 71304"
63049.974888203300,5.56057858170534,6.1945455416926200,3.42,24985.977998606800,773360.6979872100,"PSC 8678, Box 2297
APO AP 71550-8900"
85906.91211175560,6.538092759386930,7.059952049148340,5.36,21331.98252499880,1500962.6151142900,"Unit 4414 Box 5798
DPO AE 87388"
62355.353777925900,5.443119456839970,5.4242394175965300,4.35,23767.856326847200,768301.8020259620,"4270 Stanley Rest
West Alyssamouth, WA 88463-6602"
64749.79548135710,7.221284712627070,8.40898111241021,4.39,49537.3453120124,1781211.4141488500,"4293 Abigail Tunnel
West Brandi, ND 75636"
75072.99461337340,5.63539022351401,9.053748360712820,5.02,27494.29640724660,1420469.7265189200,"031 Smith Valley
Lyonsbury, ND 76645"
79345.39140660280,5.273826049691270,7.205994887876640,3.25,37573.57542084600,1380215.5152247500,"53093 Robinson Turnpike Apt. 294
East Shelly, WI 61227-4427"
67682.72889481780,5.939367842924510,6.468016910042890,4.05,37028.69622089250,1090805.3740171300,"PSC 1769, Box 1709
APO AE 77664"
57869.26847957710,5.6252986036848800,7.601621870584270,3.39,31818.932565129700,886815.9435970850,"67127 Castillo Row
South Brittany, GU 31115-2304"
60027.56085668220,5.098458050069110,6.031842600358630,3.34,54738.62969086180,1007224.9288462100,"3429 Morgan Mountains Apt. 501
Markchester, IL 44595-8192"
71146.48932707790,6.6517554408561300,5.914977243612480,3.44,22875.693339919700,1077754.2259621200,"7099 Henry Underpass Suite 488
Ambertown, MH 22779-8940"
52455.3658445573,7.3740755023587200,7.230652645189960,6.09,35143.20337816980,1253648.3243637000,"43213 Allen Lake
Morrismouth, SC 66122"
66967.39846486740,3.9301985461187700,5.982743947852130,3.46,51554.761409840300,1102943.3514449200,"77365 Brown Pass Apt. 691
West Erinhaven, ME 73313-1203"
59013.40347012580,5.443617288384340,5.8544198823801,2.16,28264.00659913400,744132.7041655210,"2842 Walton Harbor Apt. 624
Port Matthew, GA 15870-2401"
70370.50367711940,7.44251310746546,8.023025988584500,6.18,53832.141546917600,1845630.0708228900,"287 Jonathan Forks Suite 171
Marcfort, MT 01752-8912"
66989.73177792280,5.126392437033460,5.544031749704150,3.13,37017.09634823570,873588.1296870060,"Unit 1169 Box 9437
DPO AE 46067-0818"
64050.350795947400,5.176242479841260,6.543412680549190,3.15,29083.721707971000,755678.3301073950,"0173 Mark Union Suite 970
West Jacobhaven, WV 11076-0353"
71195.26283755670,6.270889732832140,4.970758232534340,2.38,29508.490528294700,1101826.3145403000,"2692 Kevin Highway
East Daniel, MN 81963"
82866.39918139990,4.605077350951940,7.826402729644560,4.03,41166.860307179200,1618994.2764446700,"6490 Mary Mill
Murphyburgh, IN 82508"
60826.60595575480,6.383383417433890,6.255855255287280,3.18,36892.623300692800,1127873.5774725400,"2012 Jamie Stream Suite 731
South Amandahaven, WI 85011-1378"
65543.33854072280,3.945932445761970,7.424296722069670,6.38,28939.038840410700,749847.1904460200,"15144 Ponce Track Suite 937
West Brian, PR 23989-3606"
62902.25549235030,6.5779664554944300,6.7111628068644900,3.4,27321.032931399700,984672.2998159370,"18878 Harrison Mission Suite 409
South Matthewton, FM 94469"
59030.172549920200,6.157624922432980,5.30079845585441,2.26,22803.099711008200,534077.4554759210,"PSC 8691, Box 0969
APO AE 04060-9945"
66320.45081546320,5.289123361554230,7.53453650458948,5.06,36145.20983405280,1242114.1008793500,"77139 Adam Courts
Christopherville, AS 59841-0766"
68964.67685873400,6.413978321006570,6.969909982800710,3.39,37587.94430658630,1273631.2670727100,"97930 Franklin Lights Suite 149
West Nicholasfort, OR 26956"
68994.17844587860,6.190475601219980,7.1055464361438100,6.45,30609.65271449810,1095597.9438335,"91466 Rosales Mill Apt. 487
Leetown, CO 99154-8718"
58517.06201202820,7.616703734014980,7.648963666118250,6.35,30888.802721468800,1364738.2962113800,"892 Meyer Square Suite 671
Jamiemouth, WY 88591"
65018.541208381600,5.981192807680340,6.44932998741155,3.2,32580.78018315530,1037147.4674024200,"02637 Fernando Landing Suite 709
Kristastad, OK 10295-9448"
74656.89423804750,6.115160123930700,7.721848677739400,4.17,22602.133570106300,1228517.2072076200,"4432 Andrew Ville
South Christopher, TX 56693-9237"
57697.07537902080,5.858178750526460,6.806409386944320,2.15,18281.73777236870,759360.6547692230,"54614 Guzman Wells Suite 563
Kevintown, NY 58622"
69234.72259539330,6.399003719595010,6.162871421934660,3.24,38322.09802788140,1140579.6178930900,"39178 Montgomery Garden Apt. 084
Stephensonburgh, AZ 47755"
63015.687464254800,5.797958847658570,6.087284206879400,3.39,26673.881885694300,810741.5185079770,"75963 Harrison Overpass Apt. 325
Gonzalezton, ME 98635-8215"
52022.15897401640,5.523318652524410,6.3776348669674800,3.21,31320.91641532280,642855.1695820820,"8593 Elizabeth Key
Robinbury, GU 72533"
80058.99835253390,6.851265730827010,6.8069757012421700,4.17,23360.94830389920,1562950.321919380,"073 Christopher Rapid Apt. 413
New Nathan, VT 16689-2914"
87332.29323414890,5.845099210842540,6.7203398939373900,3.3,43754.45293726740,1599851.8945084100,"93504 Jensen Mews Apt. 315
Wilsonhaven, AK 27251-3724"
63658.42839756740,6.568437795920560,6.748590368033010,2.05,39591.256501756600,1332669.2347985200,"3424 Melinda Ridges
Rhodesview, WI 12271"
